"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"2122","インタースペース","東証マザ","サービス","6702","6967200","2.08","20","15.53","1.2","61.95","804.21","96200","100","20210209","1300","20211008","961"
"2124","ジェイエイシーリクルートメント","東証一部","サービス","89028","41389300","3.39","73","23.2","6.78","92.7","317.46","215100","100","20211112","2433","20210305","1562"
"2127","日本M＆Aセンターホールディングス","東証一部","サービス","1018084","336556800","0.6","18","79.35","19.63","38.12","154.08","302500","100","20211115","3745","20210513","2540"
"2130","メンバーズ","東証一部","サービス","30107","13130000","1.02","23.5","28.01","6.36","81.85","360.59","229300","100","20210629","3655","20210305","2254"
"2134","燦キャピタルマネージメント","JQS","サービス","2589","99591844","0","0","-","1.7","-2.52","15.32","2600","100","20210427","64","20211020","24"
"2136","ヒップ","JQS","サービス","2882","3975300","4.14","30","10.01","0.92","72.45","789.39","72500","100","20210422","955","20210105","602"
"2137","光ハイツ・ヴェラス","札証アンビ","サービス","1508","2089200","-","-","12.57","0.42","57.44","1708.48","72200","100","20210224","830","20210916","720"
"2138","クルーズ","JQS","情報通信","11869","12957600","-","-","-","1.08","-","845.32","91600","100","20210330","2429","20211220","906"
"2139","中広","東証一部","サービス","2733","7044000","1.29","5","33.83","1.62","11.47","239.85","38800","100","20210930","414","20210115","316"
"2146","UTグループ","東証一部","サービス","162865","40363067","-","-","47.9","9.45","84.24","426.98","403500","100","20211119","4600","20210820","2762"
"2148","アイティメディア","東証一部","サービス","36903","20802400","1.24","22","20.59","4.83","86.14","367.1","177400","100","20210914","2513","20210518","1558"
"2150","ケアネット","東証マザ","サービス","45747","46872000","0.2","2","29","6.32","33.66","154.4","97600","100","20210618","2515","20211220","956"
"2152","幼児活動研究会","JQS","サービス","12491","11784000","1.79","19","13.01","1.48","81.46","715.66","106000","100","20210406","2004","20210308","975"
"2153","E・Jホールディングス","東証一部","サービス","18780","16078920","3.42","40","6.64","0.76","175.88","1531.31","116800","100","20211011","1393","20210219","980"
"2154","夢真ビーネックスグループ","東証一部","サービス","144693","91001857","2.83","45","84.62","1.55","18.79","1028.32","159000","100","20210330","2061","20210820","1093"
"2156","セーラー広告","JQS","サービス","1574","6078000","-","-","-","0.57","-","451.6","25900","100","20210323","395","20211203","248"
"2157","コシダカホールディングス","東証一部","サービス","47569","82300000","1.38","8","15.1","2.59","38.28","222.96","57800","100","20211112","763","20210113","388"
"2158","FRONTEO","東証マザ","サービス","92604","39238862","0.3","7","84.14","17.4","28.05","135.63","236000","100","20211126","5300","20210118","595"
"2159","フルスピード","東証二部","サービス","5543","15571000","-","-","13.75","1.15","25.9","310.38","35600","100","20210409","474","20211220","356"
"2160","ジーエヌアイグループ","東証マザ","医薬品","61987","47462943","0","0","49.43","3.35","26.42","389.83","130600","100","20210323","2564","20211220","1303"
"2162","nmsホールディングス","JQS","サービス","4711","21611000","2.29","5","6.07","0.79","35.9","274.7","21800","100","20210512","470","20211220","217"
"2163","アルトナー","東証一部","サービス","8736","10627920","3.41","28","12.9","2.53","63.71","325.07","82200","100","20210104","924","20210513","773"
"2164","地域新聞社","JQG","サービス","885","1907500","0","0","110.74","11.36","4.19","40.86","46400","100","20210204","1109","20211111","410"
"2168","パソナグループ","東証一部","サービス","132784","41690300","0.94","30","16.62","3.16","191.61","1008.99","318500","100","20211119","3860","20210309","1720"
"2169","CDS","東証一部","サービス","11176","6924400","3.1","50","17.84","1.62","90.47","993.88","161400","100","20210927","1709","20210104","1316"
"2170","リンクアンドモチベーション","東証一部","サービス","60039","113068000","1.39","7.4","61.82","15.15","8.59","35.04","53100","100","20211101","1232","20210305","498"
"2172","インサイト","札証アンビ","サービス","491","1605000","2.75","8.4","30.69","1.16","9.97","263.24","30600","100","20210402","432","20211217","294"
"2173","博展","JQG","サービス","3788","7975100","1.05","5","5.99","2.94","79.31","161.5","47500","100","20211004","598","20210118","338"
"2175","エス・エム・エス","東証一部","サービス","367251","87129500","-","-","69.54","13.93","60.61","302.64","421500","100","20211105","4865","20210513","2820"
"2176","イナリサーチ","JQS","サービス","1964","2998800","0.76","5","12.28","1.76","53.35","372.8","65500","100","20210129","860","20211201","633"
"2178","トライステージ","東証マザ","サービス","11536","30517200","1.85","7","11.28","1.31","33.52","288.24","37800","100","20210114","497","20211202","361"
"2179","成学社","JQS","サービス","4560","5876000","0.85","6.6","27.44","1.67","28.28","465.12","77600","100","20210326","890","20210929","762"
"2180","サニーサイドアップグループ","東証一部","サービス","10938","15191600","1.25","9","25.82","4.68","27.88","153.82","72000","100","20210614","885","20210105","609"
"2181","パーソルホールディングス","東証一部","サービス","757456","236704861","1.25","40","26.59","4.25","120.34","753.39","320000","100","20211119","3685","20210105","1805"
"2183","リニカル","東証一部","サービス","18530","24740000","1.87","14","-","2.99","-","250.49","74900","100","20210702","1029","20210104","700"
"2185","シイエム・シイ","JQS","サービス","20095","14364000","1.93","27","10.34","1.17","135.35","1194.24","139900","100","20210910","1490","20210224","1066"
"2186","ソーバル","JQS","サービス","8568","8167498","3.15","33","21.95","2.5","47.79","420.22","104900","100","20210802","1129","20210105","900"
"2191","テラ","JQS","サービス","2507","25327356","0","0","-","825","-","0.12","9900","100","20210107","410","20211102","88"
"2193","クックパッド","東証一部","サービス","25783","107429400","0","0","-","1.17","-","205.61","24000","100","20210309","337","20210810","215"
"2195","アミタホールディングス","JQG","サービス","15869","1169424","-","-","126.93","14.09","106.91","963.04","1357000","100","20211213","23650","20210810","2518"
"2196","エスクリ","東証一部","サービス","5570","13786500","0","0","54.59","0.95","7.4","424.25","40400","100","20210929","636","20210115","289"
"2198","アイ・ケイ・ケイホールディングス","東証一部","サービス","17704","29956800","-","-","21.44","2.29","27.57","257.94","59100","100","20210407","732","20210104","565"
"2201","森永製菓","東証一部","食料品","204295","54189769","2.12","80","14.81","1.42","254.48","2648.16","377000","100","20210210","4470","20210602","3290"
"2204","中村屋","東証一部","食料品","21664","5976205","1.38","50","93.94","0.89","38.59","4084.9","362500","100","20210322","4210","20211203","3590"
"2206","江崎グリコ","東証一部","食料品","254018","68468569","1.89","70","20.05","1.01","185.05","3667.86","371000","100","20210208","4785","20211201","3490"
"2207","名糖産業","東証一部","食料品","29264","17265000","1.42","24","5.97","0.58","284.12","2947.79","169500","100","20210927","1827","20210120","1401"
"2208","ブルボン","東証二部","食料品","64403","27700000","1.08","25","17.45","1.09","133.2","2131.1","232500","100","20210803","2590","20210104","1985"
"2209","井村屋グループ","東証一部","食料品","28737","13086200","1.09","24","35.04","1.76","62.67","1248.43","219600","100","20210319","2789","20211201","2139"
"2211","不二家","東証一部","食料品","59356","25784659","1.3","30","24.72","1.19","93.11","1935.64","230200","100","20210917","2477","20210527","2087"
"2212","山崎製パン","東証一部","食料品","345624","220282860","1.4","22","33.21","1.01","47.25","1553.89","156900","100","20210215","2145","20211202","1452"
"2215","第一屋製パン","東証一部","食料品","3735","6929900","0","0","-","0.49","-88.83","1105.63","53900","100","20210322","991","20211130","524"
"2216","カンロ","東証二部","食料品","12413","7657802","2.47","40","12.99","1.01","124.8","1606.83","162100","100","20211216","1624","20210816","1455"
"2217","モロゾフ","東証一部","食料品","20878","3669226","1.05","60","35.1","1.24","162.1","4603.04","569000","100","20210329","6050","20210519","5170"
"2218","日糧製パン","札証","食料品","4509","2103948","0.7","15","44.86","0.93","47.77","2315.99","214300","100","20210325","2400","20210107","2021"
"2220","亀田製菓","東証一部","食料品","97421","22318650","1.24","54","17.04","1.55","256.12","2813.07","436500","100","20210203","5030","20211129","4235"
"2221","岩塚製菓","JQS","食料品","23171","5995000","0.78","30","30.94","0.38","124.92","10199.53","386500","100","20210323","4610","20211119","3765"
"2222","寿スピリッツ","東証一部","食料品","173347","31121520","0.54","30","183.04","9.57","30.43","581.85","557000","100","20210609","8150","20210112","4985"
"2224","コモ","JQS","食料品","9678","3630000","0.26","7","44.11","5","60.44","533.24","266600","100","20210329","2794","20210407","2537"
"2226","湖池屋","JQS","食料品","27955","5335000","0.86","45","-","2.08","-","2513.45","524000","100","20211213","5300","20210105","4970"
"2229","カルビー","東証一部","食料品","364155","133929800","1.91","52","20.19","2.07","134.68","1315.22","271900","100","20210128","3275","20210602","2424"
"2264","森永乳業","東証一部","食料品","270660","49845343","1.47","80","7.61","1.25","713.2","4331","543000","100","20210916","7380","20210304","4760"
"2266","六甲バター","東証一部","食料品","34967","21452125","1.23","20","12.7","1.06","128.31","1537.94","163000","100","20210128","1884","20210526","1466"
"2267","ヤクルト本社","東証一部","食料品","1048508","171045418","1.17","72","22.87","2.24","268.05","2736.5","613000","100","20210616","6690","20210105","5050"
"2268","B-Rサーティワンアイスクリーム","JQS","食料品","39302","9644554","0.74","30","61.35","3.84","66.42","1062.38","407500","100","20210922","4150","20210106","3900"
"2269","明治ホールディングス","東証一部","食料品","1074891","152683400","2.27","160","11.35","1.55","620.22","4528.61","704000","100","20210916","7470","20210812","6540"
"2270","雪印メグミルク","東証一部","食料品","146598","70751855","2.41","50","11.19","0.7","185.09","2962.87","207200","100","20210209","2448","20211130","1919"
"2281","プリマハム","東証一部","食料品","121410","50524399","2.7","65","11.5","1.15","208.96","2092.37","240300","100","20210322","3705","20211202","2360"
"2282","日本ハム","東証一部","食料品","418013","102958904","2.46","100","13.83","0.93","293.51","4350.05","406000","100","20210315","5100","20211202","3790"
